awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,transportation,opening_time,extra_holiday_info,payment_methods,geo_coordinates,telephone,address,num_review
The Tabelog Award 2024 Gold 受賞店,鮨 なんば 日比谷,日比谷駅 94m , 寿司,舎利と種の温度を1℃単位で変える。飽くなき探究心に圧倒される、美味を極めた究極の一貫。,"￥50,000～￥59,999","￥50,000～￥59,999",4.56,-,https://tabelog.com/tokyo/A1301/A130102/13219857/,完全予約制,新規のご予約は予約サイト「食オク」にて承ります。,日比谷駅から94m,,,カード可 電子マネー不可 QRコード決済不可,"35.67417923871825,139.75938558431815",03-6273-3334,東京都千代田区有楽町1-1-2 東京ミッドタウン日比谷 3F,779
The Tabelog Award 2024 Gold 受賞店,三谷,四ツ谷駅 333m , 寿司,,"￥40,000～￥49,999","￥40,000～￥49,999",4.55,月曜日、火曜日,https://tabelog.com/tokyo/A1309/A130902/13042204/,完全予約制,完全予約制(予約には紹介者が必要),ＪＲ中央線【四ツ谷駅】徒歩４分東京メトロ丸ノ内線・南北線【四ツ谷駅】徒歩５分 四ツ谷駅から333m,18:00 - 22:30L.O. 22:00,■ 営業時間ランチ営業なし,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.68753553869972,139.72787208447514",03-5366-0132,東京都新宿区四谷1-22-1 ,298
The Tabelog Award 2024 Gold 受賞店,カンテサンス,北品川駅 582m , フレンチ,,"￥30,000～￥39,999","￥30,000～￥39,999",4.54,日曜日,https://tabelog.com/tokyo/A1314/A131405/13159567/,予約可,03-6277-0485 （お問い合わせ・リコンファームなど）03-6277-0090 （ご予約専用）,京浜急行電鉄 本線「北品川駅」高輪口より、徒歩5分JR山手線・京浜東北線・東海道線・上野東京ライン・横須賀線・東海道新幹線「品川駅」高輪口より、徒歩10分京浜急行電鉄 本線「品川駅」高輪口より、徒歩10分 北品川駅から582m,17:00 - 23:30,■ 営業時間【2部制】・17時〜20時・20時30分～23時30分■ 定休日日曜日中心に月6日、年末年始、夏期休暇,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"35.6239368387418,139.7331092838291",03-6277-0090,東京都品川区北品川6-7-29 ガーデンシティ品川 御殿山 1F,1553
The Tabelog Award 2024 Gold 受賞店,茶禅華,広尾駅 615m , 中華料理,和の心を添えた繊細な中国料理。ひたむきに素材と対話した一皿が、ジャンルという概念を超える。,"￥50,000～￥59,999","￥50,000～￥59,999",4.54,月曜日、日曜日,https://tabelog.com/tokyo/A1307/A130703/13205298/,予約可,営業中、店休日などお電話に出れない場合がございます。web予約がおすすめです。web予約は公式ホームページより24時間受付けしております。,日比谷線　広尾駅から徒歩12分大江戸線　麻布十番駅から徒歩14分南北線　　白金高輪駅から徒歩14分JR山手線　恵比寿駅からタクシーで7分日比谷線　六本木駅からタクシーで7分 広尾駅から615m,16:00 - 23:00L.O. 19:30,■ 定休日日曜日、月曜日を中心に不定休。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.649573938724004,139.72836288409133",050-3188-8819,東京都港区南麻布4-7-5 ,695
The Tabelog Award 2024 Silver 受賞店,さわ田,銀座駅 186m , 寿司,,"￥50,000～￥59,999","￥50,000～￥59,999",4.54,月曜日、木曜日、日曜日,https://tabelog.com/tokyo/A1301/A130101/13001043/,完全予約制,,東京メトロ「銀座駅」A5出口より徒歩1分（東銀座駅からも至近） 銀座駅から186m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.67046213872248,139.7652437842765",03-3571-4711,東京都中央区銀座5-9-19 ＭＣビル3Ｆ,522
The Tabelog Award 2024 Gold 受賞店,たきや,麻布十番駅 154m , 天ぷら,,"￥40,000～￥49,999","￥40,000～￥49,999",4.53,-,https://tabelog.com/tokyo/A1307/A130702/13185763/,完全予約制,,都営大江戸線「麻布十番」駅　7番出口　徒歩3分東京メトロ南北線麻「布十番駅」駅　4番出口　徒歩3分 麻布十番駅から154m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.65559283872222,139.73476758414765",03-6804-1732,東京都港区麻布十番2-8-6 ラベイユ麻布十番 2F,324
The Tabelog Award 2024 Silver 受賞店,SUGALABO,神谷町駅 239m , イノベーティブ、創作料理,食を通じて世界と繋がる、限られた時間にだけ出逢える美食のラボラトリーがここに,"￥50,000～￥59,999","￥50,000～￥59,999",4.52,-,https://tabelog.com/tokyo/A1307/A130704/13182678/,予約可,紹介制となります。,神谷町駅 徒歩4分 神谷町駅から239m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"35.661048038721574,139.74363808419653",非公開,東京都港区麻布台1-11-10 日総ビル1F,687
The Tabelog Award 2024 Gold 受賞店,かさ原,神楽坂駅 566m , 焼き鳥,限界を突破し続ける、焼き鳥界の奇才。,"￥20,000～￥29,999","￥20,000～￥29,999",4.51,-,https://tabelog.com/tokyo/A1309/A130905/13266251/,完全予約制,通常はOMAKASE、限定席は食オクからのご予約となります。,神楽坂駅から566m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.706384538691566,139.73980728465716",不明の為情報お待ちしております,東京都新宿区東五軒町5-5 2F,365
The Tabelog Award 2024 Silver 受賞店,レフェルヴェソンス,表参道駅 832m , フレンチ,食材本来の魅力を生かした、斬新なフレンチに胸が躍る。,"￥50,000～￥59,999","￥50,000～￥59,999",4.5,月曜日、日曜日,https://tabelog.com/tokyo/A1306/A130602/13116356/,予約可,※ご予約日の3日前までにお電話やメールにて確認が取れない場合、キャンセルのお手続きをさせて頂きます。※人数のご変更・日程のご変更・キャンセルなど、恐れ入りますが４日前までにお知らせ下さいますようお願い致します。※５名様以上の人数のご変更・日程のご変更・キャンセルなどは１週間前までにお知らせくださいますようお願い致します。　,地下鉄表参道駅から12分 表参道駅から832m,17:30 - 23:30,■ 定休日※火曜日、水曜日はディナーのみの営業となります,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66021363871439,139.71940488420512",03-5766-9500,東京都港区西麻布2-26-4 ,1513
The Tabelog Award 2024 Silver 受賞店,鮨 尚充,中目黒駅 487m , 寿司,至上のうに握りを食べ比べ。圧巻のパフォーマンスでうにラヴァーを魅了する、中目黒の名店,"￥50,000～￥59,999","￥50,000～￥59,999",4.5,日曜日,https://tabelog.com/tokyo/A1317/A131701/13128483/,予約可,,東急東横線、地下鉄日比谷線、中目黒駅下車。徒歩１０分 中目黒駅から487m,18:00 - 00:00,■ 定休日日曜日（月曜日が祝日の場合は休業）,カード可 （JCB、AMEX） 電子マネー不可 QRコード決済不可,"35.647416538714815,139.6952084840928",03-3712-6999,東京都目黒区青葉台1-28-2 EXA 1F,605
The Tabelog Award 2024 Silver 受賞店,島津,白金高輪駅 56m , 寿司,,"￥40,000～￥49,999","￥40,000～￥49,999",4.5,月曜日、日曜日,https://tabelog.com/tokyo/A1316/A131602/13252991/,完全予約制,,白金高輪駅3番出口　徒歩2分 白金高輪駅から56m,18:00 - 22:45,■ 営業時間［火・水・木・金・土］第一部18:00～20:15第二部20:30～22:45,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.64316633872975,139.73363878402293",不明の為情報お待ちしております,東京都港区白金1-29-13 白金ヴィレッジ 1F,399
The Tabelog Award 2024 Silver 受賞店,鳥しき,目黒駅 111m , 焼き鳥,,"￥6,000～￥7,999","￥6,000～￥7,999",4.49,月曜日、火曜日、日曜日,https://tabelog.com/tokyo/A1316/A131601/13041029/,予約可,※毎月最初の営業日に、お電話にて2ケ月先の月の予約を受け付けております。（例：12月ならば2月分）※予約は17時から19時まで、お電話にて受け付けております。※2025年2月ご予約に関しては下記の間でお受けいたします。12月4日 水曜日   17：00～19：00※FAXでの予約は受け付けておりません。,目黒駅から徒歩2分JR目黒駅東口(バスのロータリーがある)を出て「すき家」の右横を通り、「マクドナルド」を越えて道なりに進んで左折します。左折して10メートルほど進むと、1Ｆが薬局（高木薬局）のビルとファミリーマートの間の路地を入ったところ。 目黒駅から111m,,,カード可 （VISA、Master、JCB、Diners） 電子マネー不可 QRコード決済不可,"35.634277838730064,139.71688908394486",03-3440-7656,東京都品川区上大崎2-14-12 ,1235
The Tabelog Award 2024 Silver 受賞店,トレイス,港区 , イノベーティブ、フレンチ,気鋭のシェフがその日限りのコースを作り上げる、完全会員制イノベーティブレストラン。,"￥40,000～￥49,999","￥40,000～￥49,999",4.49,-,https://tabelog.com/tokyo/A1307/A130703/13246316/,完全予約制,,最寄駅：東京メトロ日比谷線「広尾駅」,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"0.0,0.0",非公開,東京都港区 ,212
The Tabelog Award 2024 Silver 受賞店,ロオジエ,銀座駅 362m , フレンチ,伝統と革新が調和する、日本が世界に誇る最高峰のグランメゾン,"￥20,000～￥29,999","￥20,000～￥29,999",4.47,月曜日、日曜日,https://tabelog.com/tokyo/A1301/A130101/13002607/,完全予約制,予約専用ダイヤル：0120-156-051/ 03-3571-6050電話予約受付時間：10：00 ～ 20：00 (営業日のみ),地下鉄銀座駅から徒歩７分JR新橋駅銀座口から6分JR有楽町駅から８分 銀座駅から362m,11:30 - 15:00L.O. 12:30,■ 定休日祝日不定休・夏季（8月中旬）・年末年始,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （d払い）,"35.66964713872172,139.76124418427105",03-3571-6050,東京都中央区銀座7-5-5 ,1282
The Tabelog Award 2024 Silver 受賞店,山﨑,乃木坂駅 603m , 日本料理、海鮮,日本料理の核心に迫る。食材に敬意を払い、美味しさの純度をしなやかに高めたまっすぐな一品,"￥60,000～￥79,999","￥60,000～￥79,999",4.47,月曜日、日曜日,https://tabelog.com/tokyo/A1307/A130701/13225691/,予約可,※インスタグラムのアカウントで空席情報を公開しております。そちらをご覧ください。■キャンセルポリシー3日前のキャンセルより50％、前日および当日のキャンセルは100%のキャンセル料が発生いたします。,乃木坂駅　徒歩9分六本木駅　徒歩12分広尾駅　徒歩15分 乃木坂駅から603m,17:30 - 20:30,■ 営業時間17時30分-20時30分入店迄,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66178693871461,139.72329498421826",03-6812-9848,東京都港区西麻布1-15-3 西麻布UOUビル 1F,388
The Tabelog Award 2024 Gold 受賞店,グルマンディーズ,広尾駅 707m , ビストロ,本場フランスで腕を磨いたシェフによる、新鮮な和牛とワインを楽しむフレンチ・ビストロ,"￥20,000～￥29,999","￥20,000～￥29,999",4.47,日曜日,https://tabelog.com/tokyo/A1307/A130701/13190448/,完全予約制,紹介制事前キャンセルは承りますが、当日無断キャンセルの場合状況によっては料金をご請求させていただく場合が御座います。,広尾駅から707m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.658075438717205,139.7239831841803",03-6455-5338,東京都港区西麻布3丁目17-23 プティコワン西麻布2F,305
The Tabelog Award 2024 Gold 受賞店,日本料理 晴山,三田駅 670m , 日本料理,食への喜びを一番に考える。伝統を守りつつ、枠にとらわれない日本料理店「晴山」。,"￥40,000～￥49,999","￥40,000～￥49,999",4.46,月曜日、日曜日,https://tabelog.com/tokyo/A1314/A131402/13127807/,完全予約制,【キャンセル料について】ご予約日の前日より100％お料理代頂戴いたします。【お電話受付時間】ご予約、お問い合わせは火曜～金曜の15時～17時の間に承ります。,麻布十番駅　2番出口より徒歩12分白金高輪駅　2番出口より徒歩10分ＪＲ田町駅　三田出口より徒歩10分 三田駅から670m,17:30 - 23:00,■ 営業時間ランチ　　 一斉スタートディナー　最終入店20:30,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.64749063872902,139.73995528406218",03-3451-8320,東京都港区三田2-17-29 グランデ三田 B1F,968
The Tabelog Award 2024 Silver 受賞店,赤坂 らいもん,赤坂見附駅 90m , 焼肉、ホルモン,,"￥15,000～￥19,999","￥15,000～￥19,999",4.46,-,https://tabelog.com/tokyo/A1308/A130801/13224635/,完全予約制,,赤坂見附駅から90m,18:00 - 20:11,■ 定休日不定休,カード不可 電子マネー不可 QRコード決済不可,"35.676868138709175,139.73624408436154",03-3583-7012,東京都港区赤坂3-9-12 メトロビル 4F,430
The Tabelog Award 2024 Silver 受賞店,紀茂登,神楽坂駅 567m , 日本料理,,"￥80,000～￥99,999","￥80,000～￥99,999",4.45,-,https://tabelog.com/tokyo/A1309/A130905/13226856/,完全予約制,予約はオマカセよりお願いします,神楽坂駅から567m,,,カード可 電子マネー不可 QRコード決済不可,"35.70630983869163,139.73986798465637",不明の為情報お待ちしております,東京都新宿区東五軒町5-5 ,399
The Tabelog Award 2024 Silver 受賞店,末冨,渋谷区 , 日本料理,3年の充電期間を経て復活。静謐な空間で、素材の本質を見極めたシンプルな銘品を味わう。,"￥50,000～￥59,999","￥50,000～￥59,999",4.45,-,https://tabelog.com/tokyo/A1303/A130301/13259485/,完全予約制,紹介制,,,,カード可 電子マネー不可 QRコード決済不可,"0.0,0.0",非公開,東京都渋谷区 ,130
The Tabelog Award 2024 Silver 受賞店,ete,代々木上原駅 385m , イノベーティブ、フレンチ,新進気鋭の女性シェフが織りなす、自分だけのオートクチュールコース。,"￥100,000～","￥100,000～",4.45,-,https://tabelog.com/tokyo/A1318/A131811/13249143/,完全予約制,,代々木上原駅から385m,,,カード可 電子マネー不可 QRコード決済不可,"35.670581238696386,139.683504684335",不明の為情報お待ちしております,東京都渋谷区西原3-23-1 ,107
The Tabelog Award 2024 Silver 受賞店,TACUBO,代官山駅 363m , イタリアン,生産者の想いを繋ぐイタリアン,"￥40,000～￥49,999","￥40,000～￥49,999",4.44,日曜日,https://tabelog.com/tokyo/A1303/A130303/13109940/,完全予約制,当店では代理のお客様のご来店をお断りしておりますので、どうかご了承ください。ご予約はオンラインでのみ承ります。・オンライン予約サービス「OMAKASE」にて　毎月1日の0:00より翌々月1ヶ月分のご予約の受付を開始致します※1日がお休みの場合は翌営業日に承ります【キャンセルポリシー】予約日以降　予約コース料金の5％7日前から　予約コース料金の100%,東京メトロ日比谷線【恵比寿駅】2番出口　徒歩8分ＪＲ山手線他【恵比寿駅】西口　徒歩8分東急東横線【代官山駅】北口　徒歩5分 代官山駅から363m,16:00 - 23:00L.O. 20:00,■ 定休日日曜、第二・第四土曜、第三水曜月曜が祝日の場合、日曜営業の月曜休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.65085893871608,139.70602278412",03-6455-3822,東京都渋谷区恵比寿西2-13-16 ラングス代官山 1F,870
The Tabelog Award 2024 Gold 受賞店,まき村,大森海岸駅 357m , 日本料理,素朴ながらも感じる味わい深さ 。ここにあるのは、飾らない姿の日本料理。,"￥30,000～￥39,999","￥30,000～￥39,999",4.44,日曜日,https://tabelog.com/tokyo/A1315/A131502/13003338/,予約可,,ＪＲ大森駅より徒歩１２～１５分京浜急行大森海岸駅より徒歩５～６分 大森海岸駅から357m,18:00 - 22:00,■ 定休日祝日の月曜日　水曜日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.59083893876356,139.73542618349313",03-3768-6388,東京都品川区南大井3-11-5 MAKIMURA BLD 1F,332
The Tabelog Award 2024 Silver 受賞店,肉屋 田中,銀座駅 196m , 牛料理、日本料理,すべてはお客様の笑顔のために,"￥60,000～￥79,999","￥60,000～￥79,999",4.44,日曜日,https://tabelog.com/tokyo/A1301/A130101/13237628/,予約可,※ご予約は3ヵ月先までとさせていただいております。※ご予約は お電話 か 肉屋田中銀座ホームページ にてお願い申し上げます。,銀座駅 C2出口 より 徒歩2分西銀座駐車場 より 直結エレベータにて 9F店舗に上がることができます 銀座駅から196m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （d払い）,"35.67161963872072,139.76201348429046",03-6280-6529,東京都中央区銀座6-4-3 GICROS GINZA GEMS 9F,307
The Tabelog Award 2024 Silver 受賞店,かぶと,池袋駅 462m , うなぎ,,"￥15,000～￥19,999","￥15,000～￥19,999",4.43,-,https://tabelog.com/tokyo/A1305/A130501/13016660/,完全予約制,,池袋駅西口を出て劇場通りを川越街道方面に進み郵便局を目指す。最初の道を左折しすぐ右手。 池袋駅から462m,,,カード不可 電子マネー不可 QRコード決済不可,"35.73375503866438,139.7090324849552",03-3983-8608,東京都豊島区池袋2-53-2 池袋ESビル 1F,1121
The Tabelog Award 2024 Silver 受賞店,すし匠,四ツ谷駅 192m , 寿司,進化を続ける、すし匠の江戸前鮨。熟成と研ぎ澄まされた技が輝く究極の味を堪能する。,"￥40,000～￥49,999","￥40,000～￥49,999",4.43,日曜日,https://tabelog.com/tokyo/A1309/A130902/13000852/,予約可,毎月１日に翌月の予約受付開始,ＪＲ中央線、東京メトロ丸ノ内線・南北線【四ツ谷駅】徒歩4分 四ツ谷駅から192m,11:30 - 13:30,■ 定休日祝日の月曜、GW、年末年始,カード可 （VISA、JCB、AMEX、Diners）,"35.68557683870112,139.72831898445503",03-3351-6387,東京都新宿区四谷1-11 陽臨堂ビル　１Ｆ,1002
The Tabelog Award 2024 Silver 受賞店,銀座 大石,銀座一丁目駅 261m , フレンチ,,"￥20,000～￥29,999","￥20,000～￥29,999",4.43,日曜日,https://tabelog.com/tokyo/A1301/A130101/13238352/,完全予約制,現在、ネット予約はOMAKASEからのみ受付,銀座一丁目駅から261m,17:00 - 20:00,■ 定休日日曜日,カード可 （AMEX） 電子マネー不可 QRコード決済不可,"35.672072238722436,139.7683141842906",03-6278-8183,東京都中央区銀座2-10-11 マロニエ通り銀座館 2F,646
The Tabelog Award 2024 Silver 受賞店,フルタ,宝町駅 356m , 中華料理,"ハイセンスな創作中華で日本中に名声を轟かせた古田氏が、銀座で歩む""第二の料理人生""","￥80,000～￥99,999","￥80,000～￥99,999",4.42,月曜日、日曜日,https://tabelog.com/tokyo/A1313/A131301/13176780/,完全予約制,ディナーは3万円、5万円、7万円の3コース,宝町駅から356m,,,カード可 （JCB、AMEX）,"35.67258293872289,139.77072328429406",03-3535-5550,東京都中央区銀座1-21-14 ,294
The Tabelog Award 2024 Silver 受賞店,鮨 はしもと,新富町駅 277m , 寿司,,"￥30,000～￥39,999","￥30,000～￥39,999",4.41,火曜日、水曜日,https://tabelog.com/tokyo/A1313/A131301/13238306/,完全予約制,予約はOMAKASEから,東京メトロ有楽町線・新富町駅より徒歩4分東京メトロ日比谷線・八丁堀駅より徒歩5分 新富町駅から277m,12:00 - 14:00,■ 営業時間※完全予約制,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.67292973872384,139.77446918429496",03-5541-5578,東京都中央区新富1-8-2 grandir ginza east 1F,520
The Tabelog Award 2024 Silver 受賞店,神楽坂 石かわ,牛込神楽坂駅 420m , 日本料理,食材と真剣に向き合った者だけが辿り着ける境地。心の琴線に触れる、繊細な味わいを堪能する。,"￥50,000～￥59,999","￥50,000～￥59,999",4.4,-,https://tabelog.com/tokyo/A1309/A130905/13004079/,予約可,ご予約は予約専用サイトからも承っております。ホームページをご覧ください。,都営地下鉄大江戸線【牛込神楽坂駅】徒歩４分東京メトロ有楽町線・南北線【飯田橋駅】徒歩４分ＪＲ中央線（各駅停車）【飯田橋駅】西口　徒歩６分東京メトロ東西線【神楽坂駅】徒歩７分 牛込神楽坂駅から420m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.701202038694746,139.73946648460503",050-3138-5225,東京都新宿区神楽坂5-37 高村ビル　１Ｆ,609
The Tabelog Award 2024 Bronze 受賞店,長谷川 稔,広尾駅 165m , イノベーティブ、フレンチ、イタリアン,長谷川稔から薫 HIROOへ,"￥50,000～￥59,999","￥50,000～￥59,999",4.4,-,https://tabelog.com/tokyo/A1307/A130703/13220575/,完全予約制,全てのお客様一斉スタートとさせて頂きます。もし大幅にお遅れになると、申し訳ありませんが途中その時点からお料理の提供とさせて頂きます。ご了承くださいませ。ご予約されたお席の譲渡や、ワインのお持ち込みはお断りしております。,広尾駅から徒歩3分 広尾駅から165m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.65108435298902,139.723723963157",03-6712-7762,東京都港区南麻布4-5-66 ,249
