awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,transportation,opening_time,extra_holiday_info,payment_methods,geo_coordinates,telephone,address,num_review
食べログ そば WEST 百名店 2024 選出店,蕎麦人 秋,北浜駅 353m , そば、居酒屋、日本料理,１０月で独立５周年を迎え１つの節目として屋号「北浜土山人」から「蕎麦人 秋」に変更致します。,"￥3,000～￥3,999","￥3,000～￥3,999",3.7,月曜日,https://tabelog.com/osaka/A2701/A270102/27003569/,予約可,,地下鉄御堂筋線 淀屋橋駅 11番出口 徒歩5分地下鉄堺筋線 北浜駅 6番出口 徒歩3分 北浜駅から353m,11:30 - 14:30,■ 営業時間ランチタイムはご予約不可。■ 定休日12/22.12/23他、正月、GW、お盆■年末年始のお知らせ12/28（土）まで通常営業12/29（日）ランチのみ営業12/30（月）お休み12/31（火）大晦日営業　22時LO　売り切れ御免1/1（水）～1/6（月）までお休み1/7（火）通常営業,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"34.68916633798889,135.504722077351",06-6202-0069,大阪府大阪市中央区伏見町2-4-10 ,595
食べログ アジア・エスニック WEST 百名店 2024 選出店,韓国食堂 入ル,新福島駅 161m , 韓国料理、居酒屋,,"￥4,000～￥4,999","￥4,000～￥4,999",3.7,-,https://tabelog.com/osaka/A2701/A270108/27076081/,予約可,お席の時間制をお願いしております。何卒ご協力のほどよろしくお願い致します。ご迷惑をお掛け致しますが、空席情報の確認に関しては一度ご連絡いただければ幸いでございます。スタッフ一同皆様のご来店をお待ちしております。,JR東西線「新福島駅」から南に2分JR環状線「福島駅」から南に6分阪神本線「福島」から南に3分 新福島駅から161m,17:00 - 23:30L.O. 23:00,■ 定休日不定休※お盆期間も休まず通常営業してます！,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"34.69350733798001,135.4855035774083",06-4256-6910,大阪府大阪市福島区福島3-8-10 ,404
食べログ カレー WEST 百名店 2024 選出店,辛来飯,堺筋本町駅 304m , カレー、中華料理、居酒屋,,～￥999,～￥999,3.69,日曜日、祝日,https://tabelog.com/osaka/A2701/A270106/27000068/,,,堺筋本町駅　徒歩５分 堺筋本町駅から304m,09:00 - 14:30,■ 営業時間[カレーのみ]09:00～14:30[中華居酒屋＆カレー]18:00～22:00,,"34.684481137993025,135.50837207730115",06-6262-6174,大阪府大阪市中央区安土町1-5-3 ループビル ２Ｆ,615
食べログ うどん WEST 百名店 2024 選出店,爽月,粉浜駅 90m , うどん、そば、居酒屋,,"￥1,000～￥1,999","￥1,000～￥1,999",3.69,木曜日、金曜日,https://tabelog.com/osaka/A2701/A270404/27051701/,予約可,,南海本線　粉浜駅より徒歩1分阪堺線　東粉浜駅より徒歩3分大阪メトロ四つ橋線　玉出駅より徒歩10分 粉浜駅から90m,,,カード不可 電子マネー不可 QRコード決済不可,"34.6173235380302,135.49115457663484",06-6606-8092,大阪府大阪市住之江区粉浜2-11-3 ,428
,おでん まる米,天下茶屋駅 94m , 居酒屋、おでん,,"￥4,000～￥4,999","￥4,000～￥4,999",3.69,-,https://tabelog.com/osaka/A2701/A270406/27123254/,予約可,,天下茶屋駅西口から徒歩1分 天下茶屋駅から94m,,,カード可 （VISA、Master、JCB、AMEX） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済可,"34.63814923801861,135.49632897684157",06-6659-0222,大阪府大阪市西成区花園南2-7-30 天下茶屋駅前ビル 1F,338
,鶏割烹 ならや,大江橋駅 300m , 日本料理、焼き鳥、居酒屋,産地直送の大和肉鶏と奈良の地酒を愉しむ鶏割烹。北新地に佇む大人の隠れ家,"￥8,000～￥9,999","￥8,000～￥9,999",3.69,,https://tabelog.com/osaka/A2701/A270101/27107513/,予約可,・人数変更はお席の確保、食材仕入れの都合上、2日前迄の連絡をお願い致します。・お席が混雑した場合は2時間30分でお願い致します。※尚、12月は2時間制となっております。,JR東西線　北新地駅　徒歩5分京阪中之島線　大江橋駅地下鉄四つ橋線　西梅田駅 大江橋駅から300m,17:00 - 23:30L.O. 22:30,■ 営業時間▶17時以降店が混雑の場合、申し訳ありませんがお電話に出れない場合もございますので何卒ご了承お願いいたします。■ 定休日年末年始、お盆、GW(2024年5月3日は祝日ですが営業致します),カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"34.697020679912484,135.50007116391694",06-6344-0243,大阪府大阪市北区曽根崎新地1-7-8 新日本新地ビル本館 3F,174
食べログ 居酒屋 WEST 百名店 2024 選出店,哲,近鉄日本橋駅 318m , 居酒屋、おでん,,"￥6,000～￥7,999","￥6,000～￥7,999",3.69,日曜日,https://tabelog.com/osaka/A2701/A270202/27050565/,予約可,,地下鉄・近鉄線日本橋駅 徒歩4～5分 近鉄日本橋駅から318m,17:00 - 23:00L.O. 22:30,■ 定休日月曜日が祝日の場合、日月連休とさせていただきます,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"34.66403593800513,135.50558917709654",06-6633-3899,大阪府大阪市中央区日本橋2-7-27 ,160
食べログ うどん WEST 百名店 2024 選出店,自家製粉石臼挽きうどん 青空blue 本店,肥後橋駅 404m , うどん、うどんすき、居酒屋,【淀屋橋本店・心斎橋大丸店】自家製粉粗挽きうどんとお料理そして和に合わせたお酒を・・,"￥4,000～￥4,999","￥4,000～￥4,999",3.68,,https://tabelog.com/osaka/A2701/A270102/27082212/,予約可,,地下鉄御堂筋線　淀屋橋駅より徒歩６分地下鉄御堂筋線　本町駅より徒歩６分地下鉄四つ橋筋線　肥後橋駅より徒歩６分地下鉄四つ橋筋線　本町駅より徒歩８分 肥後橋駅から404m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"34.687860737987705,135.49839407734223",06-4708-8812,大阪府大阪市中央区平野町4-5-8 ,698
食べログ お好み焼き 百名店 2024 選出店,花,京橋駅 391m , お好み焼き、鉄板焼き、居酒屋,【京橋駅から徒歩8分】マスターこだわりの料理と厳選したお酒で楽しむひととき,"￥3,000～￥3,999","￥3,000～￥3,999",3.68,土曜日、日曜日,https://tabelog.com/osaka/A2701/A270107/27019304/,予約可,予約時間に遅れられます場合、ご連絡をお願いいたします。連絡のない場合キャンセル扱いとなります。お昼のご予約は承っておりません,ＪＲ大阪城北詰もしくはＪＲ京橋・京阪電車京橋・大阪メトロ長堀鶴見緑地線京橋 の各駅から徒歩。 京橋駅から391m,11:30 - 14:00L.O. 13:30,■ 営業時間,カード不可 電子マネー不可 QRコード決済可 （PayPay）,"34.69789133799082,135.5281942774227",06-6354-8717,大阪府大阪市都島区東野田町4-2-15 ,428
,おかめ,大阪難波駅 315m , おでん、居酒屋,,"￥3,000～￥3,999","￥3,000～￥3,999",3.68,月曜日,https://tabelog.com/osaka/A2701/A270202/27001441/,予約可,予約は19時までの時間で可能,大阪メトロ御堂筋線「なんば駅」14/15-B口から徒歩5分大阪メトロ四つ橋線「なんば駅」14/15-B口から徒歩5分近鉄難波線・奈良線/阪神なんば線「大阪難波駅」14口から徒歩5分大阪メトロ堺筋線「日本橋駅」2番口から徒歩8分近鉄難波線「近鉄日本橋駅」2番口から徒歩8分JR関西本線[大和路線]「ＪＲ難波駅」北口から徒歩11分戎橋バス停から徒歩3分 大阪難波駅から315m,,,カード不可 電子マネー不可 QRコード決済不可,"34.66798903800165,135.5025559771386",06-6211-0761,大阪府大阪市中央区難波1-1-8 ,132
,食堂 たのし,大江橋駅 161m , 日本料理、居酒屋、創作料理,,"￥10,000～￥14,999","￥10,000～￥14,999",3.68,日曜日,https://tabelog.com/osaka/A2701/A270101/27118425/,予約可,"アラカルト・コース(3日前までの予約に限ります。)どちらかお選びください。16,500円のコース(税込み)でございます。※キャンセルに関して、キャンセル料は当日100％、前日80％、２日前50％頂きます。※アラカルトのお客様に関しても、単価16,500円×上記の金額となります。予約受付時間(対応は営業日のみ)電話は13-23時(17-23時は電話繋がらない事があります。)",JR「大阪駅」 徒歩8分JR東西線「北新地駅」 徒歩5分 大江橋駅から161m,17:00 - 23:00L.O. 料理22:00 ドリンク22:30,■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"34.695685037983026,135.49930127742064",06-6342-6343,大阪府大阪市北区堂島浜1-2-1 新ダイビル 2F,105
,居酒屋 とよ,京橋駅 254m , 立ち飲み、海鮮、居酒屋,,"￥2,000～￥2,999","￥2,000～￥2,999",3.67,月曜日、木曜日、日曜日、祝日,https://tabelog.com/osaka/A2701/A270107/27002949/,予約不可,,JR環状線京橋駅より徒歩1分 京橋駅から254m,13:00 - 19:00L.O. 18:30,■ 営業時間コロナ禍により営業時間が多少変更されています。,カード不可 電子マネー不可 QRコード決済不可,"34.69720263799346,135.53511717741085",06-6882-5768,大阪府大阪市都島区東野田町3-2-26 ,963
食べログ うどん WEST 百名店 2024 選出店,うどん居酒屋 江戸堀,肥後橋駅 370m , うどん、居酒屋、鍋,洗練された出汁と鍛え抜かれた剛麺が織り成すやみつきうどん。豊富な酒に鶏料理などの一品も充実,"￥2,000～￥2,999","￥2,000～￥2,999",3.67,,https://tabelog.com/osaka/A2701/A270102/27094721/,予約可,,地下鉄「肥後橋駅」8番出口より徒歩4分※8番出口を出て右手前の方向へ歩いて4分ほど右側にございます。 肥後橋駅から370m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可 （PayPay、d払い）,"34.689184237985195,135.49315317735926",06-6147-4477,大阪府大阪市西区江戸堀1-23-20 ライフデザイン江戸堀 1F,476
食べログ カレー WEST 百名店 2024 選出店,あきらカレー,肥後橋駅 447m , カレー、居酒屋,【肥後橋駅徒歩5分】ランチには週替わりの絶品カレーを、夜は多彩なスパイス料理とお酒をご提供,"￥2,000～￥2,999","￥2,000～￥2,999",3.67,,https://tabelog.com/osaka/A2701/A270102/27109182/,予約可,インスタグラムDMにて受付ネット予約にて取れない人数でのご予約は一度お電話でご確認ください。,大阪メトロ四つ橋線肥後橋駅から徒歩5分大阪メトロ御堂筋線淀屋橋駅から徒歩10分 肥後橋駅から447m,,,カード不可 電子マネー不可 QRコード決済不可,"34.687208137987135,135.49529897733782",090-4641-3271,大阪府大阪市西区京町堀1-12-6 ,290
食べログ 居酒屋 WEST 百名店 2024 選出店,びんびや,大江橋駅 320m , 居酒屋、日本料理、海鮮,,"￥6,000～￥7,999","￥6,000～￥7,999",3.67,日曜日、祝日,https://tabelog.com/osaka/A2701/A270101/27013283/,予約可,,梅田より徒歩８分 大江橋駅から320m,,,カード可 （VISA、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"34.697161637982475,135.5005318774347",06-6345-3155,大阪府大阪市北区曽根崎新地1-7-26 ,280
,味十味,福島駅 110m , 焼き鳥、居酒屋,,"￥3,000～￥3,999","￥3,000～￥3,999",3.67,日曜日,https://tabelog.com/osaka/A2701/A270108/27067586/,予約可,,ＪＲ大阪環状線 福島駅 徒歩1分ＪＲ東西線 新福島駅 徒歩1分阪神本線 福島駅 徒歩1分 福島駅から110m,17:30 - 23:30L.O. 22:45,予約は電話予約のみ,カード不可 電子マネー不可 QRコード決済不可,"34.696375137978336,135.48600917743693",06-6345-5277,大阪府大阪市福島区福島5-12-11 ,268
食べログ アジア・エスニック WEST 百名店 2024 選出店,ヌワラ カデ,阿波座駅 216m , スリランカ料理、カレー、居酒屋,【阿波座1分】スリランカの現地で食べる本場の味を！テイクアウトも大歓迎です♪,"￥2,000～￥2,999","￥2,000～￥2,999",3.66,水曜日,https://tabelog.com/osaka/A2701/A270105/27085952/,予約可,何なりとご相談ください。お電話での予約大歓迎！,大阪市営地下鉄阿波座駅 10番出口から徒歩1分 阿波座駅から216m,,,カード不可 電子マネー不可 QRコード決済不可,"34.6831655379865,135.485249277304",06-6443-4636,大阪府大阪市西区江之子島1-6-8 ,473
食べログ うどん WEST 百名店 2024 選出店,熟成うどん なかや,東三国駅 220m , うどん、居酒屋、うどんすき,香川直送の小麦粉を独自の配合でブレンド、熟成庫でじっくり寝かせた生麺を丁寧に茹であげます。,"￥1,000～￥1,999","￥1,000～￥1,999",3.66,,https://tabelog.com/osaka/A2701/A270301/27053546/,予約可,＊宴会・飲み会は予約可です ただし、席のみのご予約はご飲食代が1人2000円以上予定されている場合は可能です。尚、電話でご予約の場合は無料です。,大阪地下鉄御堂筋線東三国駅５番出口から、徒歩２分 東三国駅から220m,11:15 - 14:15,■ 営業時間14:00まで入店可※麺切れの時は、早く終了する場合がございます。ただし電話予約は無料です。席のみ予約は1人2500円程度のご飲食予定の場合は可能です。電話予約お待ちしてます。■ 定休日祝日は不定休    年末年始 GW  お盆 等お休みをいただく場合があります。,カード不可 電子マネー不可 QRコード決済不可,"34.739158347589886,135.4973533384259",06-6868-9157,大阪府大阪市淀川区宮原5-3-52 フォルム新大阪 1F,345
,守破離 黒門店,近鉄日本橋駅 87m , そば、居酒屋,,"￥1,000～￥1,999","￥1,000～￥1,999",3.66,月曜日,https://tabelog.com/osaka/A2701/A270202/27104034/,予約可,,近鉄日本橋駅から87m,11:30 - 15:00L.O. 14:30,月曜日が祝日の場合、翌火曜日定休日,カード可 （AMEX） 電子マネー不可 QRコード決済不可,"34.66620443800377,135.50563117711843",06-6633-7778,大阪府大阪市中央区日本橋1-19-4 ,333
食べログ お好み焼き 百名店 2024 選出店,尾道 むらかみ,北新地駅 232m , お好み焼き、居酒屋、レストラン,【北新地】の隠れ家空間で、70年受け継がれてきた「尾道焼」を味わってみてください。,"￥3,000～￥3,999","￥3,000～￥3,999",3.66,土曜日、日曜日、祝日,https://tabelog.com/osaka/A2701/A270101/27004637/,予約可,,ＪＲ東西線「北新地」駅徒歩５分大阪メトロ四つ橋線「西梅田」駅徒歩４分 北新地駅から232m,,,カード可 電子マネー不可 QRコード決済可 （PayPay）,"34.69656473798195,135.49769027743065",06-6343-7317,大阪府大阪市北区堂島1-3-9 日宝堂島センタービル 1Ｆ,286
食べログ 焼き鳥 WEST 百名店 2024 選出店,炭火焼 鳥清,長堀橋駅 174m , 焼き鳥、居酒屋、創作料理,【心斎橋駅すぐ】特選コースは旬の四季を感じる創作和食と焼鳥の組み合わせをぜひご堪能下さい,"￥8,000～￥9,999","￥8,000～￥9,999",3.66,,https://tabelog.com/osaka/A2701/A270201/27118868/,予約可,【ご予約について】◇ご予約時間から10分過ぎてもご連絡がない場合、キャンセル扱いにさせて頂く場合がございます。遅れる時は事前にご連絡ください。◇混雑時は予約時間より5分程お時間頂く場合があります。◇席のみ予約は電話にてお問い合わせ下さい。【キャンセルに関して】<コース予約>当日キャンセル：いかなる理由でもコース料金100％<席のみ予約>当日キャンセル：1名/3000円,大阪メトロ堺筋線  長堀橋駅(出入口5ーB) 徒歩3分 長堀橋駅から174m,17:30 - 23:00L.O. 22:00,■年末年始休業のお知らせ12月29日(日)〜1月5日(日),カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"34.67445503799815,135.5044514772026",06-6282-7777,大阪府大阪市中央区東心斎橋1-9-13 3F,274
食べログ 居酒屋 WEST 百名店 2024 選出店,日本酒餐昧うつつよ,本町駅 188m , 居酒屋、日本酒バー,,"￥8,000～￥9,999","￥8,000～￥9,999",3.66,日曜日,https://tabelog.com/osaka/A2701/A270106/27057950/,予約可,,大阪メトロ/御堂筋線・中央線　本町駅7番出口からセントレジス北側の本町通を東へ二つの角を南（右折）へ最初のブロック進行方向左手に入り口あり 本町駅から188m,17:30 - 22:30L.O. 21:30,■ 定休日祝日の月曜日、その他不定休あり,カード可 電子マネー不可 QRコード決済不可,"34.68320203799201,135.5026746772922",06-6281-8322,大阪府大阪市中央区本町3丁目2-1 2F,161
,マンジャ エ ベーヴィ!!,本町駅 175m , イタリアン、居酒屋、バル,トスカーナ地方の郷土料理 お肉料理とワインのお店,"￥6,000～￥7,999","￥6,000～￥7,999",3.66,,https://tabelog.com/osaka/A2701/A270106/27112250/,予約可,ネット予約でご来店された方はお席料でお一人様330円頂戴致します。※ご予約状況によってご希望頂いた席にご案内できない場合がございます、予めご了承下さい。６名様以上の場合はコース料理をお勧めします。お料理ご予算に応じてご用意もできます。アレルギーなどございましたら店舗にお電話お願いいたします,地下鉄「本町駅」７番出口より徒歩約3分 本町駅から175m,11:30 - 15:00L.O. 14:00,■ 営業時間ランチタイムはクレカ不可■ 定休日月1回休み有り,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"34.68291403799212,135.50241357728947",06-4256-4977,大阪府大阪市中央区南本町3-4-4 大野ビル 1F,159
,みやび亭,大阪天満宮駅 412m , 鉄板焼き、お好み焼き、居酒屋,"【朝日新聞にも取り上げられた""味な人""】南森町と天満宮の間にある隠れ家な鉄板焼き創作料理店","￥5,000～￥5,999","￥5,000～￥5,999",3.66,,https://tabelog.com/osaka/A2701/A270103/27000671/,予約可,当日予約は電話予約のみとなります。予約状況によりご希望のお席をご用意出来ない場合がありますので必ずお電話にてご確認して頂ける様よろしくお願い致します,■駅からのアクセス JR東西線 ／ 大阪天満宮駅 徒歩4分（400m）大阪メトロ谷町線 ／ 天満橋駅 徒歩6分（590m）大阪メトロ谷町線 ／ 南森町駅 徒歩6分（590m） ■バス停からのアクセス 大阪市バス 36 堀川小学校前 徒歩3分（340m）大阪市バス 36 東天満 徒歩4分（380m） 大阪天満宮駅から412m,18:00 - 22:30L.O. 21:30,■ 営業時間ディナーのみ■定休日第三火曜日,カード可 （VISA、Master、JCB、AMEX） 電子マネー不可 QRコード決済不可,"34.694171137988995,135.51503207739432",06-6357-7934,大阪府大阪市北区天満3-6-14 天満橋ハウス　１Ｆ,118
